Date,fbref,fpl_id,Player,Season,Comp,Round,Squad,Mins,Start,xMins,P(start),P(1_min),P(60_min),weighted_npxGI
2024-08-31,1b84dbe1,36,Lucas Digne,2024-2025,Premier League,Matchweek 3,Aston Villa,90,1,79.1,1.0,1.0,1.0,0.17
2024-08-31,1c7012b8,16,Declan Rice,2024-2025,Premier League,Matchweek 3,Arsenal,48,1,74.92,1.0,1.0,0.68,0.1699999999999999
2024-08-24,90e9ca3d,271,Marcus Harness,2024-2025,Premier League,Matchweek 2,Ipswich Town,19,0,23.14,0.0,1.0,0.0,0.1699999999999999
2024-08-31,328f7d51,452,Joe Aribo,2024-2025,Premier League,Matchweek 3,Southampton,81,1,75.02,1.0,1.0,1.0,0.1699999999999999
2024-08-31,ac0d576d,141,Jeremy Sarmiento,2024-2025,Championship,Matchweek 4,Burnley,20,0,12.14,0.0,0.85,0.0,0.16
2024-08-24,9b5ce51a,206,Jefferson Lerma,2024-2025,Premier League,Matchweek 2,Crystal Palace,62,1,35.38,0.41,1.0,0.41,0.16
2024-09-01,c149016b,320,Wataru Endo,2024-2025,Premier League,Matchweek 3,Liverpool,0,0,0.37,0.0,0.37,0.0,0.16
2024-08-31,51cf8561,25,Oleksandr Zinchenko,2024-2025,Premier League,Matchweek 3,Arsenal,11,0,24.58,0.31,0.63,0.31,0.15
2024-08-24,a105d46a,444,Harry Toffolo,2024-2025,Premier League,Matchweek 2,Nott'ham Forest,0,0,21.89,0.0,0.59,0.0,0.15
2024-08-31,8574c61f,267,Leif Davis,2024-2025,Premier League,Matchweek 3,Ipswich Town,90,1,90.0,1.0,1.0,1.0,0.15
2024-08-31,c6e8cf1f,249,Saša Lukić,2024-2025,Premier League,Matchweek 3,Fulham,86,1,88.43,1.0,1.0,1.0,0.15
2024-08-31,580bcd18,474,Yukinari Sugawara,2024-2025,Premier League,Matchweek 3,Southampton,90,1,68.91,1.0,1.0,0.69,0.15
2024-08-31,c1fe2a48,449,Ryan Yates,2024-2025,Premier League,Matchweek 3,Nott'ham Forest,33,0,43.35,0.0,1.0,0.31,0.15
2024-08-31,d0b6129f,622,Sander Berge,2024-2025,Premier League,Matchweek 3,Fulham,19,0,25.45,0.14,0.85,0.13,0.14
2024-08-31,a8c0acb7,86,Kristoffer Ajer,2024-2025,Premier League,Matchweek 3,Brentford,38,1,73.63,1.0,1.0,0.68,0.14
2024-08-31,5ad50391,350,Joško Gvardiol,2024-2025,Premier League,Matchweek 3,Manchester City,87,1,89.06,1.0,1.0,1.0,0.14
2024-08-31,eaeca114,341,Nathan Aké,2024-2025,Premier League,Matchweek 3,Manchester City,3,0,0.94,0.0,0.32,0.0,0.14
2024-08-31,20b3a502,431,Nicolás Domínguez,2024-2025,Premier League,Matchweek 3,Nott'ham Forest,0,0,17.48,0.0,0.68,0.0,0.14
2024-08-31,5e105217,471,William Smallbone,2024-2025,Premier League,Matchweek 3,Southampton,45,1,73.21,1.0,1.0,0.68,0.14
2024-08-31,dd323728,437,Neco Williams,2024-2025,Premier League,Matchweek 3,Nott'ham Forest,90,1,90.0,1.0,1.0,1.0,0.14
2024-08-17,4876c9ab,149,Mats Wieffer,2024-2025,Premier League,Matchweek 1,Brighton,90,1,76.39,0.85,0.85,0.85,0.14
2024-08-31,8df7a2fb,100,Ben Mee,2024-2025,Premier League,Matchweek 3,Brentford,0,0,0.31,0.0,0.31,0.0,0.14
2024-08-31,c5b7c315,228,Michael Keane,2024-2025,Premier League,Matchweek 3,Everton,90,1,90.0,1.0,1.0,1.0,0.14
2024-08-17,c8aa95da,415,Fabian Schär,2024-2025,Premier League,Matchweek 1,Newcastle Utd,27,1,44.31,0.99,1.0,0.27,0.14
2024-09-01,d9565625,369,Diogo Dalot,2024-2025,Premier League,Matchweek 3,Manchester Utd,90,1,90.0,1.0,1.0,1.0,0.14
2024-08-31,2b471f99,557,Mario Lemina,2024-2025,Premier League,Matchweek 3,Wolves,90,1,89.63,1.0,1.0,1.0,0.14
2024-08-31,67ac5bb8,3,Gabriel Magalhães,2024-2025,Premier League,Matchweek 3,Arsenal,90,1,90.0,1.0,1.0,1.0,0.1399999999999999
2024-08-24,4f974391,517,Aaron Cresswell,2024-2025,Premier League,Matchweek 2,West Ham,2,0,0.82,0.0,0.41,0.0,0.1399999999999999
2024-08-31,2afc7272,64,Lewis Cook,2024-2025,Premier League,Matchweek 3,Bournemouth,90,1,87.82,1.0,1.0,1.0,0.13
2024-08-31,529f49ab,20,Thomas Partey,2024-2025,Premier League,Matchweek 3,Arsenal,90,1,90.0,1.0,1.0,1.0,0.13
2024-09-01,4b542852,216,Adam Wharton,2024-2025,Premier League,Matchweek 3,Crystal Palace,90,1,84.72,1.0,1.0,1.0,0.13
2024-08-31,15ea812b,236,James Tarkowski,2024-2025,Premier League,Matchweek 3,Everton,90,1,90.0,1.0,1.0,1.0,0.13
2024-08-31,803ae100,254,Harrison Reed,2024-2025,Premier League,Matchweek 3,Fulham,4,0,3.44,0.0,1.0,0.0,0.13
2024-08-24,df10e27c,124,Billy Gilmour,2024-2025,Premier League,Matchweek 2,Brighton,89,1,41.67,0.41,1.0,0.41,0.13
2024-09-01,d8931174,377,Harry Maguire,2024-2025,Premier League,Matchweek 3,Manchester Utd,22,0,61.0,0.68,1.0,0.68,0.13
2024-09-01,b2d31e83,395,Dan Burn,2024-2025,Premier League,Matchweek 3,Newcastle Utd,90,1,90.0,1.0,1.0,1.0,0.12
2024-08-31,5526deb1,544,Tommy Doyle,2024-2025,Premier League,Matchweek 3,Wolves,31,0,10.13,0.0,0.69,0.0,0.12
2024-08-31,35e413f1,24,Ben White,2024-2025,Premier League,Matchweek 3,Arsenal,90,1,90.0,1.0,1.0,1.0,0.12
2024-08-31,cab9634e,45,Ian Maatsen,2024-2025,Premier League,Matchweek 3,Aston Villa,12,0,14.68,0.0,1.0,0.0,0.12
2024-08-31,a4ac4b8f,425,Willy Boly,2024-2025,Premier League,Matchweek 3,Nott'ham Forest,0,0,28.32,0.31,0.68,0.31,0.12
2024-09-01,e06683ca,339,Virgil van Dijk,2024-2025,Premier League,Matchweek 3,Liverpool,90,1,90.0,1.0,1.0,1.0,0.12
2024-08-31,35141f4c,79,Marcos Senesi,2024-2025,Premier League,Matchweek 3,Bournemouth,76,1,84.28,1.0,1.0,1.0,0.12
2024-09-01,700783e7,162,Levi Colwill,2024-2025,Premier League,Matchweek 3,Chelsea,90,1,90.0,1.0,1.0,1.0,0.12
2024-08-31,6b47c5db,300,Wilfred Ndidi,2024-2025,Premier League,Matchweek 3,Leicester City,88,1,89.37,1.0,1.0,1.0,0.12
2024-08-31,e541326e,104,Ethan Pinnock,2024-2025,Premier League,Matchweek 3,Brentford,90,1,90.0,1.0,1.0,1.0,0.12
2024-08-31,104d0bb8,77,Alex Scott,2024-2025,Premier League,Matchweek 3,Bournemouth,25,0,37.24,0.31,1.0,0.31,0.12
2024-08-31,fdf3cb77,516,Vladimír Coufal,2024-2025,Premier League,Matchweek 3,West Ham,20,0,55.62,0.68,1.0,0.68,0.11
2024-08-31,57c94db2,105,Mads Roerslev,2024-2025,Premier League,Matchweek 3,Brentford,52,0,78.04,0.68,1.0,0.68,0.11
2024-08-31,77d7c96f,257,Kenny Tete,2024-2025,Premier League,Matchweek 3,Fulham,90,1,90.0,1.0,1.0,1.0,0.11
2024-09-01,afed6722,409,Valentino Livramento,2024-2025,Premier League,Matchweek 3,Newcastle Utd,90,1,77.63,1.0,1.0,0.63,0.11
2024-08-31,bced0375,442,Ibrahim Sangaré,2024-2025,Premier League,Matchweek 3,Nott'ham Forest,57,1,70.25,1.0,1.0,0.68,0.11
2024-08-31,00963611,528,Konstantinos Mavropanos,2024-2025,Premier League,Matchweek 3,West Ham,90,1,90.0,1.0,1.0,1.0,0.11
2024-09-01,16264a81,157,Moisés Caicedo,2024-2025,Premier League,Matchweek 3,Chelsea,90,1,84.38,1.0,1.0,1.0,0.11
2024-08-31,a8c19eb8,88,Nathan Collins,2024-2025,Premier League,Matchweek 3,Brentford,90,1,90.0,1.0,1.0,1.0,0.11
2024-08-31,0420d84f,221,Séamus Coleman,2024-2025,Premier League,Matchweek 3,Everton,90,1,73.15,0.8,0.9,0.79,0.11
2024-08-31,5eecec3d,362,John Stones,2024-2025,Premier League,Matchweek 3,Manchester City,0,0,15.37,0.0,0.37,0.0,0.11
2024-08-31,e0bc6fdc,520,Emerson Palmieri,2024-2025,Premier League,Matchweek 3,West Ham,70,1,82.96,1.0,1.0,1.0,0.11
2024-09-01,ce4f40c7,193,Cheick Doucouré,2024-2025,Premier League,Matchweek 3,Crystal Palace,41,0,15.08,0.0,0.63,0.0,0.11
2024-08-31,3e9e06cb,542,Craig Dawson,2024-2025,Premier League,Matchweek 3,Wolves,90,1,39.49,0.32,1.0,0.32,0.11
2024-08-24,d0042ab9,225,Mason Holgate,2024-2025,Premier League,Matchweek 2,Everton,0,0,3.55,0.0,0.59,0.0,0.11
2024-09-01,a3d94a58,498,Cristian Romero,2024-2025,Premier League,Matchweek 3,Tottenham,90,1,90.0,1.0,1.0,1.0,0.11
2024-08-31,282f75f3,120,Lewis Dunk,2024-2025,Premier League,Matchweek 3,Brighton,90,1,85.34,1.0,1.0,1.0,0.11
2024-09-01,77cf6852,405,Emil Krafth,2024-2025,Premier League,Matchweek 3,Newcastle Utd,90,1,80.99,0.69,1.0,1.0,0.1
2024-08-31,8b57ad2c,553,João Gomes,2024-2025,Premier League,Matchweek 3,Wolves,59,1,78.07,1.0,1.0,0.68,0.1
2024-08-31,e34fc66d,191,Joachim Andersen,2024-2025,Premier League,Matchweek 3,Fulham,0,0,39.75,0.44,0.44,0.44,0.1
2024-08-31,72c812f3,222,Idrissa Gana Gueye,2024-2025,Premier League,Matchweek 3,Everton,90,1,89.63,1.0,1.0,1.0,0.1
2024-08-31,9e525177,388,Aaron Wan-Bissaka,2024-2025,Premier League,Matchweek 3,West Ham,90,1,39.19,0.32,0.69,0.32,0.1
2024-08-31,246d153b,422,Ola Aina,2024-2025,Premier League,Matchweek 3,Nott'ham Forest,90,1,78.51,1.0,1.0,0.69,0.1
2024-08-31,8b3ab7ad,511,Edson Álvarez,2024-2025,Premier League,Matchweek 3,West Ham,76,1,38.72,0.41,1.0,0.41,0.1
2024-08-31,1e159d70,558,Yerson Mosquera,2024-2025,Premier League,Matchweek 3,Wolves,90,1,90.0,1.0,1.0,1.0,0.0999999999999999
2024-08-31,0ad53bdc,70,Milos Kerkez,2024-2025,Premier League,Matchweek 3,Bournemouth,65,1,82.13,1.0,1.0,1.0,0.09
2024-08-31,a1390d2f,115,Carlos Baleba,2024-2025,Premier League,Matchweek 3,Brighton,90,1,35.07,0.32,0.69,0.32,0.09
2024-08-31,1704b0b8,436,Murillo,2024-2025,Premier League,Matchweek 3,Nott'ham Forest,90,1,90.0,1.0,1.0,1.0,0.09
2024-08-31,984a5a64,476,Kyle Walker-Peters,2024-2025,Premier League,Matchweek 3,Southampton,90,1,86.9,1.0,1.0,1.0,0.09
2024-08-31,31c69ef1,361,Rúben Dias,2024-2025,Premier League,Matchweek 3,Manchester City,90,1,90.0,1.0,1.0,1.0,0.09
2024-08-31,289601e6,255,Antonee Robinson,2024-2025,Premier League,Matchweek 3,Fulham,90,1,90.0,1.0,1.0,1.0,0.09
2024-09-01,5cbd1eb0,210,Tyrick Mitchell,2024-2025,Premier League,Matchweek 3,Crystal Palace,90,1,90.0,1.0,1.0,1.0,0.09
2024-08-31,f0caab96,567,Toti Gomes,2024-2025,Premier League,Matchweek 3,Wolves,90,1,90.0,1.0,1.0,1.0,0.09
2024-08-24,48eed8d5,281,Jack Taylor,2024-2025,Premier League,Matchweek 2,Ipswich Town,19,0,23.14,0.0,1.0,0.0,0.09
2024-09-01,4125cb98,333,Jarell Quansah,2024-2025,Premier League,Matchweek 3,Liverpool,0,0,13.97,0.31,0.31,0.0,0.09
2024-08-31,6250083a,501,Oliver Skipp,2024-2025,Premier League,Matchweek 3,Leicester City,67,1,39.19,0.41,1.0,0.41,0.09
2024-09-01,1daec722,163,Marc Cucurella,2024-2025,Premier League,Matchweek 3,Chelsea,90,1,83.59,1.0,1.0,1.0,0.09
2024-09-01,a0666d3e,203,Will Hughes,2024-2025,Premier League,Matchweek 3,Crystal Palace,49,1,69.12,1.0,1.0,0.59,0.08
2024-08-31,505486d6,296,Victor Bernth Kristiansen,2024-2025,Premier League,Matchweek 3,Leicester City,90,1,87.75,1.0,1.0,1.0,0.08
2024-08-31,41034650,6,Jurriën Timber,2024-2025,Premier League,Matchweek 3,Arsenal,79,1,60.93,0.69,1.0,0.69,0.08
2024-08-18,ecad9aa5,174,Roméo Lavia,2024-2025,Premier League,Matchweek 1,Chelsea,66,1,46.2,0.7,0.7,0.7,0.08
2024-08-31,d0f72bf1,524,Max Kilman,2024-2025,Premier League,Matchweek 3,West Ham,90,1,90.0,1.0,1.0,1.0,0.08
2024-08-31,89ac64a6,340,Manuel Akanji,2024-2025,Premier League,Matchweek 3,Manchester City,90,1,90.0,1.0,1.0,1.0,0.08
2024-08-31,30d4a2e5,231,Vitaliy Mykolenko,2024-2025,Premier League,Matchweek 3,Everton,90,1,90.0,1.0,1.0,1.0,0.08
2024-09-01,6c203af0,482,Yves Bissouma,2024-2025,Premier League,Matchweek 3,Tottenham,81,1,75.68,1.0,1.0,1.0,0.08
2024-08-31,4f565d77,359,Kalvin Phillips,2024-2025,Premier League,Matchweek 3,Ipswich Town,70,1,28.58,0.41,0.41,0.41,0.08
2024-09-01,c6220452,378,Kobbie Mainoo,2024-2025,Premier League,Matchweek 3,Manchester Utd,90,1,87.82,1.0,1.0,1.0,0.07
2024-08-31,be927d03,238,Ashley Young,2024-2025,Premier League,Matchweek 3,Everton,0,0,38.46,0.59,0.59,0.59,0.07
2024-08-31,0313a347,44,Ezri Konsa,2024-2025,Premier League,Matchweek 3,Aston Villa,90,1,90.0,1.0,1.0,1.0,0.07
2024-08-31,d04b94db,559,Nélson Semedo,2024-2025,Premier League,Matchweek 3,Wolves,74,1,78.0,1.0,1.0,1.0,0.07
2024-08-31,bee704fc,573,Nikola Milenković,2024-2025,Premier League,Matchweek 3,Nott'ham Forest,90,1,90.0,1.0,1.0,1.0,0.07
2024-08-31,4fd08daa,144,Jan Paul van Hecke,2024-2025,Premier League,Matchweek 3,Brighton,90,1,90.0,1.0,1.0,1.0,0.07
2024-09-01,132a82f1,189,Wesley Fofana,2024-2025,Premier League,Matchweek 3,Chelsea,90,1,90.0,1.0,1.0,1.0,0.07
2024-09-01,0a3d6d2b,194,Chris Richards,2024-2025,Premier League,Matchweek 3,Crystal Palace,90,1,84.45,1.0,1.0,1.0,0.07
2024-08-31,dad4b285,145,Joël Veltman,2024-2025,Premier League,Matchweek 3,Brighton,71,1,84.02,1.0,1.0,1.0,0.07
2024-08-31,532e1e4f,52,Pau Torres,2024-2025,Premier League,Matchweek 3,Aston Villa,90,1,90.0,1.0,1.0,1.0,0.07
2024-08-31,cc2d7ad5,475,Charlie Taylor,2024-2025,Premier League,Matchweek 3,Southampton,0,0,5.62,0.0,0.37,0.0,0.0699999999999999
2024-08-31,86dd77d1,363,Kyle Walker,2024-2025,Premier League,Matchweek 3,Manchester City,3,0,0.94,0.0,0.32,0.0,0.0699999999999999
2024-08-31,c40b6180,147,Adam Webster,2024-2025,Premier League,Matchweek 3,Brighton,0,0,4.66,0.0,0.31,0.0,0.0699999999999999
2024-08-31,2f7acede,309,Harry Winks,2024-2025,Premier League,Matchweek 3,Leicester City,90,1,90.0,1.0,1.0,1.0,0.06
2024-08-31,20b104bc,81,Adam Smith,2024-2025,Premier League,Matchweek 3,Bournemouth,14,0,25.53,0.31,1.0,0.31,0.06
2024-09-01,f8fcd2a5,371,Jonny Evans,2024-2025,Premier League,Matchweek 3,Manchester Utd,0,0,3.1,0.0,0.31,0.0,0.06
2024-08-31,84c5ceea,226,Tim Iroegbunam,2024-2025,Premier League,Matchweek 3,Everton,90,1,90.0,1.0,1.0,1.0,0.06
2024-08-31,a23c0949,278,Sam Morsy,2024-2025,Premier League,Matchweek 3,Ipswich Town,90,1,90.0,1.0,1.0,1.0,0.06
2024-09-01,5ed9b537,326,Ibrahima Konaté,2024-2025,Premier League,Matchweek 3,Liverpool,90,1,76.03,0.69,1.0,0.69,0.06
2024-09-01,d0706b27,200,Marc Guéhi,2024-2025,Premier League,Matchweek 3,Crystal Palace,90,1,90.0,1.0,1.0,1.0,0.06
2024-08-31,972aeb2a,18,William Saliba,2024-2025,Premier League,Matchweek 3,Arsenal,90,1,90.0,1.0,1.0,1.0,0.06
2024-09-01,9bc9a519,504,Djed Spence,2024-2025,Premier League,Matchweek 3,Tottenham,0,0,7.06,0.0,0.68,0.0,0.06
2024-08-31,967ac6e1,277,Massimo Luongo,2024-2025,Premier League,Matchweek 3,Ipswich Town,0,0,46.49,0.68,0.68,0.68,0.06
2024-08-31,69fdb896,518,Flynn Downes,2024-2025,Premier League,Matchweek 3,Southampton,90,1,90.0,1.0,1.0,1.0,0.06
2024-09-01,f31def1e,404,Lloyd Kelly,2024-2025,Premier League,Matchweek 3,Newcastle Utd,67,1,53.09,0.69,1.0,0.69,0.05
2024-08-31,fb614c44,295,James Justin,2024-2025,Premier League,Matchweek 3,Leicester City,90,1,90.0,1.0,1.0,1.0,0.05
2024-08-31,7bf9400b,338,Sepp van den Berg,2024-2025,Premier League,Matchweek 3,Brentford,16,0,6.53,0.0,0.41,0.0,0.05
2024-09-01,bac46a10,380,Lisandro Martínez,2024-2025,Premier League,Matchweek 3,Manchester Utd,90,1,90.0,1.0,1.0,1.0,0.05
2024-08-31,47327321,461,Taylor Harwood-Bellis,2024-2025,Premier League,Matchweek 3,Southampton,55,1,73.37,1.0,1.0,0.68,0.05
2024-09-01,620922ed,486,Radu Drăgușin,2024-2025,Premier League,Matchweek 3,Tottenham,90,1,28.32,0.32,0.32,0.32,0.05
2024-08-24,8fe2a392,506,Micky van de Ven,2024-2025,Premier League,Matchweek 2,Tottenham,90,1,90.0,1.0,1.0,1.0,0.05
2024-08-24,46ff3923,269,George Edmundson,2024-2025,Premier League,Matchweek 2,Ipswich Town,2,0,17.07,0.18,0.88,0.18,0.05
2024-08-31,4115ce4e,455,Jan Bednarek,2024-2025,Premier League,Matchweek 3,Southampton,90,1,86.9,1.0,1.0,1.0,0.05
2024-08-31,1f169636,270,Jacob Greaves,2024-2025,Premier League,Matchweek 3,Ipswich Town,90,1,90.0,1.0,1.0,1.0,0.05
2024-08-31,6adbc307,472,Jack Stephens,2024-2025,Premier League,Matchweek 3,Southampton,90,1,90.0,1.0,1.0,1.0,0.05
2024-08-31,34e393f2,588,Guido Rodríguez,2024-2025,Premier League,Matchweek 3,West Ham,90,1,88.13,1.0,1.0,1.0,0.05
2024-08-31,9319781b,275,Ben Johnson,2024-2025,Premier League,Matchweek 3,Ipswich Town,0,0,44.29,0.37,0.68,0.37,0.05
2024-08-31,1900032e,307,Jannik Vestergaard,2024-2025,Premier League,Matchweek 3,Leicester City,0,0,61.68,0.68,0.68,0.68,0.04
2024-08-31,9c221d14,291,Wout Faes,2024-2025,Premier League,Matchweek 3,Leicester City,90,1,90.0,1.0,1.0,1.0,0.04
2024-09-01,fc8fcbd1,184,Renato Veiga,2024-2025,Premier League,Matchweek 3,Chelsea,0,0,6.41,0.0,0.68,0.0,0.04
2024-08-31,88968486,85,Illia Zabarnyi,2024-2025,Premier League,Matchweek 3,Bournemouth,90,1,90.0,1.0,1.0,1.0,0.04
2024-08-24,b3b9b8b8,195,Chadi Riad,2024-2025,Premier League,Matchweek 2,Crystal Palace,90,1,36.75,0.41,0.41,0.41,0.03
2024-08-31,a36524bf,241,Calvin Bassey,2024-2025,Premier League,Matchweek 3,Fulham,90,1,90.0,1.0,1.0,1.0,0.03
2024-09-01,0442183b,196,Nathaniel Clyne,2024-2025,Premier League,Matchweek 3,Crystal Palace,90,1,28.32,0.32,0.32,0.32,0.03
2024-08-31,8ec109e6,301,Caleb Okoli,2024-2025,Premier League,Matchweek 3,Leicester City,89,1,28.01,0.32,0.32,0.32,0.03
2024-08-31,ae59b359,285,Boubakary Soumaré,2024-2025,Premier League,Matchweek 3,Leicester City,0,0,3.72,0.0,0.31,0.0,0.03
2024-08-31,a712ca2b,245,Issa Diop,2024-2025,Premier League,Matchweek 3,Fulham,90,1,90.0,1.0,1.0,1.0,0.02
2024-08-31,2baec6ce,282,Axel Tuanzebe,2024-2025,Premier League,Matchweek 3,Ipswich Town,90,1,83.97,1.0,1.0,1.0,0.02
2024-09-01,f58515f5,489,Archie Gray,2024-2025,Premier League,Matchweek 3,Tottenham,0,0,10.78,0.0,0.68,0.0,0.02
2024-08-31,99aa1a84,568,Arijanet Muric,2024-2025,Premier League,Matchweek 3,Ipswich Town,90,1,90.0,1.0,1.0,1.0,0.01
2024-08-31,a92ab7be,91,Mark Flekken,2024-2025,Premier League,Matchweek 3,Brentford,90,1,90.0,1.0,1.0,1.0,0.01
2024-08-31,834b5c4c,443,Matz Sels,2024-2025,Premier League,Matchweek 3,Nott'ham Forest,90,1,90.0,1.0,1.0,1.0,0.01
2024-08-31,e28e9bec,284,Luke Woolfenden,2024-2025,Premier League,Matchweek 3,Ipswich Town,90,1,90.0,1.0,1.0,1.0,0.01
2024-09-01,7a2e46a8,310,Alisson,2024-2025,Premier League,Matchweek 3,Liverpool,90,1,90.0,1.0,1.0,1.0,0.01
2024-08-31,9328b835,521,Łukasz Fabiański,2024-2025,Premier League,Matchweek 3,West Ham,45,0,14.16,0.0,0.32,0.0,0.0
2024-08-25,903b6e8b,554,José Sá,2024-2025,Premier League,Matchweek 2,Wolves,90,1,90.0,1.0,1.0,1.0,0.0
2024-08-31,36c2ca73,469,Alex McCarthy,2024-2025,Premier League,Matchweek 3,Southampton,0,0,61.68,0.68,0.68,0.68,0.0
2024-09-01,e5a76dfe,201,Dean Henderson,2024-2025,Premier League,Matchweek 3,Crystal Palace,90,1,90.0,1.0,1.0,1.0,0.0
2024-08-31,98ea5115,15,David Raya,2024-2025,Premier League,Matchweek 3,Arsenal,90,1,90.0,1.0,1.0,1.0,0.0
2024-08-31,28300a16,142,Jason Steele,2024-2025,Premier League,Matchweek 3,Brighton,0,0,61.68,0.68,0.68,0.68,0.0
2024-08-31,cf134113,146,Bart Verbruggen,2024-2025,Premier League,Matchweek 3,Brighton,90,1,78.32,0.87,0.87,0.87,0.0
2024-08-31,c924b17d,293,Mads Hermansen,2024-2025,Premier League,Matchweek 3,Leicester City,90,1,90.0,1.0,1.0,1.0,0.0
2024-08-31,466fb2c5,14,Aaron Ramsdale,2024-2025,Premier League,Matchweek 3,Southampton,90,1,28.32,0.32,0.32,0.32,0.0
2024-08-31,2f965a72,513,Alphonse Areola,2024-2025,Premier League,Matchweek 3,West Ham,45,1,75.84,1.0,1.0,0.68,0.0
2024-09-01,4b40d9ca,413,Nick Pope,2024-2025,Premier League,Matchweek 3,Newcastle Utd,90,1,90.0,1.0,1.0,1.0,0.0
2024-08-31,28d596a0,152,Kepa Arrizabalaga,2024-2025,Premier League,Matchweek 3,Bournemouth,90,1,68.16,0.76,0.76,0.76,0.0
2024-08-25,a9dc785c,73,Neto,2024-2025,Premier League,Matchweek 2,Bournemouth,90,1,90.0,1.0,1.0,1.0,0.0
2024-08-31,7956236f,47,Emiliano Martínez,2024-2025,Premier League,Matchweek 3,Aston Villa,90,1,90.0,1.0,1.0,1.0,0.0
2024-08-31,2628fd2b,248,Bernd Leno,2024-2025,Premier League,Matchweek 3,Fulham,90,1,90.0,1.0,1.0,1.0,0.0
2024-09-01,6a713852,185,Robert Sánchez,2024-2025,Premier League,Matchweek 3,Chelsea,90,1,90.0,1.0,1.0,1.0,0.0
2024-08-31,3bb7b8b4,347,Ederson,2024-2025,Premier League,Matchweek 3,Manchester City,90,1,90.0,1.0,1.0,1.0,0.0
2024-08-31,9e5708be,204,Sam Johnstone,2024-2025,Premier League,Matchweek 3,Wolves,90,1,28.32,0.32,0.32,0.32,0.0
2024-09-01,e9c0c1b2,383,André Onana,2024-2025,Premier League,Matchweek 3,Manchester Utd,90,1,90.0,1.0,1.0,1.0,0.0
2024-09-01,77d6fd4d,508,Guglielmo Vicario,2024-2025,Premier League,Matchweek 3,Tottenham,90,1,90.0,1.0,1.0,1.0,0.0
2024-08-31,4806ec67,235,Jordan Pickford,2024-2025,Premier League,Matchweek 3,Everton,90,1,90.0,1.0,1.0,1.0,0.0
